wav/iwslt2023_ga-eng_18182092.wav	0.0	04.54
wav/iwslt2023_ga-eng_18182560.wav	0.0	02.71
wav/iwslt2023_ga-eng_18182684.wav	0.0	03.98
wav/iwslt2023_ga-eng_18182685.wav	0.0	03.46
wav/iwslt2023_ga-eng_18182720.wav	0.0	03.94
wav/iwslt2023_ga-eng_18182766.wav	0.0	01.82
wav/iwslt2023_ga-eng_18182767.wav	0.0	03.38
wav/iwslt2023_ga-eng_18182775.wav	0.0	03.14
wav/iwslt2023_ga-eng_18182776.wav	0.0	02.30
wav/iwslt2023_ga-eng_18182846.wav	0.0	05.38
wav/iwslt2023_ga-eng_18182880.wav	0.0	04.10
wav/iwslt2023_ga-eng_18182888.wav	0.0	03.38
wav/iwslt2023_ga-eng_18182898.wav	0.0	06.82
wav/iwslt2023_ga-eng_18182908.wav	0.0	03.38
wav/iwslt2023_ga-eng_18182910.wav	0.0	03.50
wav/iwslt2023_ga-eng_18182911.wav	0.0	03.38
wav/iwslt2023_ga-eng_18182920.wav	0.0	03.70
wav/iwslt2023_ga-eng_18183208.wav	0.0	07.34
wav/iwslt2023_ga-eng_18183216.wav	0.0	03.74
wav/iwslt2023_ga-eng_18183218.wav	0.0	04.18
wav/iwslt2023_ga-eng_18183223.wav	0.0	03.22
wav/iwslt2023_ga-eng_18183233.wav	0.0	02.98
wav/iwslt2023_ga-eng_18183234.wav	0.0	04.22
wav/iwslt2023_ga-eng_18183249.wav	0.0	04.18
wav/iwslt2023_ga-eng_18183251.wav	0.0	03.70
wav/iwslt2023_ga-eng_18183365.wav	0.0	04.82
wav/iwslt2023_ga-eng_18183392.wav	0.0	07.06
wav/iwslt2023_ga-eng_18183692.wav	0.0	04.34
wav/iwslt2023_ga-eng_18183756.wav	0.0	02.98
wav/iwslt2023_ga-eng_18183763.wav	0.0	02.54
wav/iwslt2023_ga-eng_18183772.wav	0.0	02.50
wav/iwslt2023_ga-eng_18183804.wav	0.0	02.18
wav/iwslt2023_ga-eng_18183837.wav	0.0	02.78
wav/iwslt2023_ga-eng_18183858.wav	0.0	04.42
wav/iwslt2023_ga-eng_18184142.wav	0.0	02.66
wav/iwslt2023_ga-eng_18184155.wav	0.0	02.66
wav/iwslt2023_ga-eng_18184272.wav	0.0	02.66
wav/iwslt2023_ga-eng_18184285.wav	0.0	06.02
wav/iwslt2023_ga-eng_18184286.wav	0.0	02.86
wav/iwslt2023_ga-eng_18184300.wav	0.0	02.18
wav/iwslt2023_ga-eng_18184364.wav	0.0	02.38
wav/iwslt2023_ga-eng_18184828.wav	0.0	02.66
wav/iwslt2023_ga-eng_18184831.wav	0.0	02.42
wav/iwslt2023_ga-eng_18184832.wav	0.0	02.30
wav/iwslt2023_ga-eng_18184851.wav	0.0	02.42
wav/iwslt2023_ga-eng_18184852.wav	0.0	02.30
wav/iwslt2023_ga-eng_18184973.wav	0.0	02.95
wav/iwslt2023_ga-eng_18184976.wav	0.0	02.62
wav/iwslt2023_ga-eng_18185066.wav	0.0	03.02
wav/iwslt2023_ga-eng_18185108.wav	0.0	03.82
wav/iwslt2023_ga-eng_18186311.wav	0.0	05.78
wav/iwslt2023_ga-eng_18186789.wav	0.0	06.02
wav/iwslt2023_ga-eng_18186801.wav	0.0	04.34
wav/iwslt2023_ga-eng_18186802.wav	0.0	03.70
wav/iwslt2023_ga-eng_18186804.wav	0.0	02.66
wav/iwslt2023_ga-eng_18186807.wav	0.0	03.46
wav/iwslt2023_ga-eng_18186808.wav	0.0	05.42
wav/iwslt2023_ga-eng_18186824.wav	0.0	03.46
